run_dir,tag,version,slurm_jobids,node_host,pid,gpu,started_utc,ended_utc,minutes,epochs,learning_rate,best_val_esr,last_val_esr,scalar_points,match_method,slurm_node,host_matches_slurm,checkpoints,checkpoint_bytes,checkpoint_sha256
lightning_logs/preamp-wavenet_186ms/version_2,preamp-wavenet_186ms,version_2,744405,msp3-2,1899449,NVIDIA H200,2026-08-25 09:09:56,2026-08-25 13:37:30,267.6,400,0.001,0.00022496061865240335,0.00022637202346231788,14337,checkpoint-path,msp3-2,True,2,6186670,42d47006f877453d 42d47006f877453d
lightning_logs/preamp-wavenet_186ms/version_3,preamp-wavenet_186ms,version_3,915937,msp3-4,2415740,NVIDIA H200,2026-09-17 00:25:31,2026-09-17 00:38:53,13.4,20,0.001,0.0025656705256551504,0.0025656705256551504,715,checkpoint-path,msp3-4,True,2,6186670,362fc56b772d0516 362fc56b772d0516
lightning_logs/preamp-wavenet_46ms/version_0,preamp-wavenet_46ms,version_0,742721,msp3-1,29782,,2026-08-24 19:52:03,2026-08-24 21:52:00,120.0,212,0.001,0.0005010436289012432,0.0006289325538091362,7582,jobname+window,msp3-1,True,2,5222830,d63a875ee66e626d d63a875ee66e626d
lightning_logs/preamp-wavenet_46ms/version_1,preamp-wavenet_46ms,version_1,742721,msp3-3,1562180,NVIDIA H200,2026-08-24 21:54:44,2026-08-25 01:41:20,226.6,400,0.001,0.0002866604772862047,0.00028741348069161177,14337,checkpoint-path,msp3-3,True,2,5222830,1bf3e20a3386b501 1bf3e20a3386b501
lightning_logs/preamp-wavenet_46ms/version_2,preamp-wavenet_46ms,version_2,744418,msp3-1,1148109,,2026-08-25 10:07:05,2026-08-25 12:06:38,119.6,212,0.001,0.000851967022754252,0.000851967022754252,7575,jobname+window,msp3-1,True,2,5222830,5090fc6f3e986d71 5090fc6f3e986d71
lightning_logs/preamp-wavenet_46ms/version_3,preamp-wavenet_46ms,version_3,744418,msp3-1,1516559,NVIDIA H200,2026-08-25 12:13:25,2026-08-25 14:03:08,109.7,194,0.001,0.000911101175006479,0.0012470327783375978,6952,checkpoint-path,msp3-1,True,2,5222830,c5a29ab47015c4bb c5a29ab47015c4bb
lightning_logs/preamp-wavenet_46ms/version_4,preamp-wavenet_46ms,version_4,915936,msp3-2,1377017,NVIDIA H200,2026-09-17 00:25:07,2026-09-17 00:36:27,11.3,20,0.001,0.0031169152352958918,0.003120554843917489,715,checkpoint-path,msp3-2,True,2,5222830,01e54bbec21c8d85 01e54bbec21c8d85
lightning_logs_40ep_noWarmup/cabinet-ampformer_187ms/version_0,cabinet-ampformer_187ms,version_0,739714,msp3-1,3437932,NVIDIA H200,2026-08-23 19:02:40,2026-08-23 19:05:32,2.9,40,0.001,0.031731948256492615,0.031731948256492615,1422,checkpoint-path,msp3-1,True,2,5091994,ce731608e6e840c1 ce731608e6e840c1
lightning_logs_40ep_noWarmup/cabinet-ampformer_48ms/version_0,cabinet-ampformer_48ms,version_0,739713,msp3-1,3435336,NVIDIA H200,2026-08-23 19:00:19,2026-08-23 19:03:13,2.9,40,0.001,0.026401212438941002,0.03031938523054123,1422,checkpoint-path,msp3-1,True,2,5091994,3e4386d44c7e0739 3e4386d44c7e0739
lightning_logs_40ep_noWarmup/cabinet-wavenet_186ms/version_0,cabinet-wavenet_186ms,version_0,739712,msp3-2,613373,NVIDIA H200,2026-08-23 18:55:09,2026-08-23 19:21:39,26.5,40,0.001,0.0002895475772675127,0.0002895475772675127,1422,checkpoint-path,msp3-2,True,2,6185138,f9f98ced9de408ec f9f98ced9de408ec
lightning_logs_40ep_noWarmup/cabinet-wavenet_46ms/version_0,cabinet-wavenet_46ms,version_0,739711,msp3-2,610632,NVIDIA H200,2026-08-23 18:48:39,2026-08-23 19:11:03,22.4,40,0.001,0.0012345880968496203,0.0017866683192551136,1422,checkpoint-path,msp3-2,True,2,5221298,55e4d2c0e0d23d18 55e4d2c0e0d23d18
lightning_logs_40ep_noWarmup/clean-ampformer_187ms/version_0,clean-ampformer_187ms,version_0,739706,msp3-2,597082,NVIDIA H200,2026-08-23 18:28:45,2026-08-23 18:31:44,3.0,40,0.001,5.868986363566364e-08,1.7654639350439538e-07,1429,checkpoint-path,msp3-2,True,2,5091994,381cdc9da5c2ba06 381cdc9da5c2ba06
